id,name,normalized_name,gender,gender_is_inferred
3871,Fbi Agent,fbi agent,unknown,True
3872,Asian Woman,asian woman,unknown,True
3873,Federal Agent,federal agent,unknown,True
3874,Female Prisoners,female prisoners,unknown,True
3875,Second Prisoner,second prisoner,unknown,True
3876,Prison Bus Driver,prison bus driver,unknown,True
3877,Other Prisoners,other prisoners,unknown,True
3878,First Prisoner,first prisoner,unknown,True
3879,French Teacher,french teacher,unknown,True
3880,Michael Moore,michael moore,unknown,True
3881,Boy Student,boy student,unknown,True
3882,Dad #2,dad 2,unknown,True
3883,Alien Rock Band,alien rock band,unknown,True
3884,Museum-goers,museum-goers,unknown,True
3885,Edwina,edwina,unknown,True
3886,Tony Blair,tony blair,unknown,True
3887,English Gentleman,english gentleman,unknown,True
3888,Concierge,concierge,unknown,True
3889,J.K. Rowling,jk rowling,unknown,True
3890,Squeaky-Voiced British Teen,squeaky-voiced british teen,unknown,True
3891,'Judi Dench',judi dench,unknown,True
3892,Gentleman #1,gentleman 1,unknown,True
3893,GENTLEMAN #2,gentleman 2,unknown,True
3894,Lord Daftwager,lord daftwager,unknown,True
3895,Evan Marriott,evan marriott,unknown,True
3896,Sir Ian McKellen,sir ian mckellen,unknown,True
3897,Deep British Voice,deep british voice,unknown,True
3898,Courtroom,courtroom,unknown,True
3899,Young Girl In Crowd,young girl in crowd,unknown,True
3900,Frink Senior,frink senior,male,False
3901,Grady,grady,male,False
3902,Second Guard,second guard,unknown,True
3903,Sparkly Elves,sparkly elves,unknown,True
3904,Madonna,madonna,unknown,True
3905,HOMER-ISH WOMAN'S VOICE,homer-ish womans voice,unknown,True
3906,Abbey,abbey,unknown,True
3907,Cucumber Moses,cucumber moses,unknown,True
3908,Candy Ball,candy ball,unknown,True
3909,Grant Connor,grant connor,unknown,True
3910,'Care Bear',care bear,unknown,True
3911,Prostitute,prostitute,unknown,True
3912,2nd Peddler,2nd peddler,unknown,True
3913,1st Construction Worker,1st construction worker,unknown,True
3914,2nd Construction Worker,2nd construction worker,unknown,True
3915,Ultrasound Woman,ultrasound woman,unknown,True
3916,Jeremy,jeremy,unknown,True
3917,Diane,diane,unknown,True
3918,Beach Boys Experience,beach boys experience,unknown,True
3919,Curb Re-painter,curb re-painter,unknown,True
3920,Kathy,kathy,unknown,True
3921,Holiday Special Announcer,holiday special announcer,unknown,True
3922,Soulful Prune,soulful prune,unknown,True
3923,Classy Clerk,classy clerk,unknown,True
3924,Talking Astrolabe,talking astrolabe,unknown,True
3925,REDNECK RADIO DJ,redneck radio dj,unknown,True
3926,Country Singer,country singer,unknown,True
3927,BACKUP SINGERS,backup singers,unknown,True
3928,ASTROLABE,astrolabe,unknown,True
3929,Jimmy Stewart Puppet,jimmy stewart puppet,unknown,True
3930,Cartoon Announcer,cartoon announcer,unknown,True
3931,Mr. McGrew,mr mcgrew,unknown,True
3932,Bob Cratchett,bob cratchett,unknown,True
3933,Ghost Of Xmas Past,ghost of xmas past,unknown,True
3934,Sitcom Character,sitcom character,unknown,True
3935,Ebenezer Urkel,ebenezer urkel,unknown,True
3936,'Mr. Sulu',mr sulu,unknown,True
3937,'Mr. Scott',mr scott,unknown,True
3938,Pregnant Woman,pregnant woman,unknown,True
3939,Wildlife Host,wildlife host,unknown,True
3940,'HANK HILL',hank hill,unknown,True
3941,Gerbil,gerbil,unknown,True
3942,Kids Chorus,kids chorus,unknown,True
3943,Helpful Bear,helpful bear,unknown,True
3944,Concert Announcer,concert announcer,unknown,True
3945,Tinky Winky,tinky winky,unknown,True
3946,Concert Crowd,concert crowd,unknown,True
3947,Kid Crowd,kid crowd,unknown,True
3948,Afghani Man,afghani man,unknown,True
3949,Most Of Crowd,most of crowd,unknown,True
3950,Speak 'n' Spell,speak n spell,unknown,True
3951,Perverts,perverts,unknown,True
3952,Tobacco Lobbyist,tobacco lobbyist,unknown,True
3953,Mother On Ad,mother on ad,unknown,True
3954,Actress In Blue Wig,actress in blue wig,unknown,True
3955,'Yeeeessss' Man,yeeeessss man,unknown,True
3956,Bike Guy,bike guy,unknown,True
3957,Macho Tv Announcer,macho tv announcer,unknown,True
3958,ROBOT WARS ANNOUNCER #2,robot wars announcer 2,unknown,True
3959,ROBOT WARS ANNOUNCER #1,robot wars announcer 1,unknown,True
3960,Knockahomer,knockahomer,unknown,True
3961,Scary Robot,scary robot,unknown,True
3962,Security Voice,security voice,unknown,True
3963,Esme Delacroix,esme delacroix,unknown,True
3964,Boris,boris,unknown,True
3965,Siren,siren,unknown,True
3966,Bartleby,bartleby,unknown,True
3967,Leezakiah,leezakiah,unknown,True
3968,Temperance,temperance,unknown,True
3969,Captain Mordecai,captain mordecai,unknown,True
3970,CYRUS MANLEY,cyrus manley,unknown,True
3971,Jealousy,jealousy,unknown,True
3972,Honesty,honesty,unknown,True
3973,Conscience,conscience,unknown,True
3974,Libido,libido,unknown,True
3975,Thomas Pynchon,thomas pynchon,unknown,True
3976,Springfieldites,springfieldites,unknown,True
3977,Ashley Olsen,ashley olsen,unknown,True
3978,Mary-Kate Olsen,mary-kate olsen,unknown,True
3979,Elderly Librarian,elderly librarian,unknown,True
3980,MARGARINE OF ARAGON,margarine of aragon,unknown,True
3981,Court Herald,court herald,unknown,True
3982,Royal Physician,royal physician,unknown,True
3983,Prince Bart,prince bart,unknown,True
3984,Margarine,margarine,unknown,True
3985,Thomas More,thomas more,unknown,True
3986,Barrister,barrister,unknown,True
3987,Anne Boleyn,anne boleyn,unknown,True
3988,Archbishop Lovejoy,archbishop lovejoy,unknown,True
3989,Jane Seymour,jane seymour,unknown,True
3990,Next Wife #2,next wife 2,unknown,True
3991,Next Wife #3,next wife 3,unknown,True
3992,Anne of Cleves,anne of cleves,unknown,True
3993,Advisor Moe,advisor moe,unknown,True
3994,Chief Homer,chief homer,unknown,True
3995,Sacagawea,sacagawea,unknown,True
3996,Charbonneau,charbonneau,unknown,True
3997,Explorers,explorers,unknown,True
3998,Mozart,mozart,unknown,True
3999,Salieri,salieri,unknown,True
4000,RAINER WOLFCASTLE,rainer wolfcastle,unknown,True
4001,Fops,fops,unknown,True
4002,Emperor Joseph II,emperor joseph ii,unknown,True
4003,Knight Chorus,knight chorus,unknown,True
4004,Henry VIII,henry viii,male,False
4005,LADIES IN WAITING CHORUS,ladies in waiting chorus,unknown,True
4006,Female Soloist,female soloist,unknown,True
4007,Fop #1,fop 1,unknown,True
4008,Fop #2,fop 2,unknown,True
4009,Chancellor Smithers,chancellor smithers,unknown,True
4010,Beethoven,beethoven,unknown,True
4011,Crazies,crazies,unknown,True
4012,Isabel Sanford,isabel sanford,unknown,True
4013,'70s Announcer,70s announcer,unknown,True
4014,'Paul Lynde',paul lynde,unknown,True
4015,'Nadia Comaneci',nadia comaneci,unknown,True
4016,Lancelot Link,lancelot link,unknown,True
4017,K.I.T.T.,kitt,unknown,True
4018,Salem the Cat,salem the cat,unknown,True
4019,Mr. Ed,mr ed,unknown,True
4020,Woman Bystander,woman bystander,unknown,True
4021,SCRATCHY'S FACE,scratchys face,unknown,True
4022,Indigent Man,indigent man,unknown,True
4023,'Yesss' Man,yesss man,unknown,True
4024,Airline Employee,airline employee,unknown,True
4025,Boy #2,boy 2,unknown,True
4026,Cap City Boys,cap city boys,unknown,True
4027,Little Milhouse,little milhouse,unknown,True
4028,Indigent Woman,indigent woman,unknown,True
4029,Miss Wickerbottom,miss wickerbottom,unknown,True
4030,Phonic Frog,phonic frog,unknown,True
4031,Ticket Vendor,ticket vendor,unknown,True
4032,Creepy Little Girl,creepy little girl,unknown,True
4033,Mysterious Noise,mysterious noise,unknown,True
4034,Sec Agent #1,sec agent 1,unknown,True
4035,Sec Agent #2,sec agent 2,unknown,True
4036,Committee Chairwoman,committee chairwoman,unknown,True
4037,Congressional Committee,congressional committee,unknown,True
4038,Arties,arties,unknown,True
4039,Female Ticket Vendor,female ticket vendor,unknown,True
4040,Human Senator,human senator,unknown,True
4041,2nd Voice,2nd voice,unknown,True
4042,Enormous Robot,enormous robot,unknown,True
4043,Miner Father,miner father,unknown,True
4044,Jason,jason,unknown,True
4045,Jim-Jam,jim-jam,unknown,True
4046,Wise Alien,wise alien,unknown,True
4047,Geeky Programmer,geeky programmer,unknown,True
4048,Man In Suit,man in suit,unknown,True
4049,Vintner,vintner,unknown,True
4050,RANDALL,randall,unknown,True
4051,Randall Curtis,randall curtis,unknown,True
4052,Germans,germans,unknown,True
4053,Alcoholics,alcoholics,unknown,True
4054,Kyle,kyle,unknown,True
4055,Greeter,greeter,unknown,True
4056,Store Employee,store employee,unknown,True
4057,Juvies,juvies,unknown,True
4058,Crowd Of Mice,crowd of mice,unknown,True
4059,Juvie #1,juvie 1,unknown,True
4060,Girl Juvies,girl juvies,unknown,True
4061,Boy Juvie,boy juvie,unknown,True
4062,Juvie #2,juvie 2,unknown,True
4063,Juvie Girl,juvie girl,unknown,True
4064,Female Alien,female alien,unknown,True
4065,Blacksmith,blacksmith,unknown,True
4066,Skinner On Plaque,skinner on plaque,unknown,True
4067,CYBORG SPIDER MRS. SKINNER,cyborg spider mrs skinner,unknown,True
4068,Wedding Guests,wedding guests,unknown,True
4069,White Rabbit,white rabbit,unknown,True
4070,Hulk,hulk,unknown,True
4071,Klingons,klingons,unknown,True
4072,PRINCIPAL SKINNER CT,principal skinner ct,unknown,True
4073,Klingon #1,klingon 1,unknown,True
4074,Klingon #2,klingon 2,unknown,True
4075,Convention Freak,convention freak,unknown,True
4076,Klingon Wedding Minister,klingon wedding minister,unknown,True
4077,Unrecognizable Simpsons,unrecognizable simpsons,unknown,True
4078,Uncle Tyrone,uncle tyrone,unknown,True
4079,Ryan O'Neal,ryan oneal,unknown,True
4080,Ali McGraw,ali mcgraw,unknown,True
4081,Miami Passengers,miami passengers,unknown,True
4082,Fit Man,fit man,unknown,True
4083,10 Years Younger Homer,10 years younger homer,unknown,True
4084,10 Years Younger Marge,10 years younger marge,unknown,True
4085,Female Gate Announcer,female gate announcer,unknown,True
4086,1st Class Stewardess,1st class stewardess,unknown,True
4087,Hotel Operator,hotel operator,unknown,True
4088,Young Wife,young wife,unknown,True
4089,Young Husband,young husband,unknown,True
4090,Animal Character,animal character,unknown,True
4091,Widow #1,widow 1,unknown,True
4092,Widow #2,widow 2,unknown,True
4093,Widows,widows,unknown,True
4094,Attractive Widow,attractive widow,unknown,True
4095,Raoul,raoul,unknown,True
4096,American Skipper,american skipper,unknown,True
4097,Canadian Skipper,canadian skipper,unknown,True
4098,AMERICAN/CANADIAN SKIPPERS,americancanadian skippers,unknown,True
4099,Contestant #1,contestant 1,unknown,True
4100,Contestant #2,contestant 2,unknown,True
4101,Farmer Billy,farmer billy,unknown,True
4102,Pig Owner,pig owner,unknown,True
4103,Salad,salad,unknown,True
4104,Nichelle Nichols,nichelle nichols,unknown,True
4105,Pie #1,pie 1,unknown,True
4106,Pie #2,pie 2,unknown,True
4107,Simon,simon,male,False
4108,Girl Scout,girl scout,unknown,True
4109,Dalai Lama,dalai lama,unknown,True
4110,10-Year-Old Lenny,10-year-old lenny,unknown,True
4111,10-Year-Old Carl,10-year-old carl,unknown,True
4112,T.J.,tj,unknown,True
4113,Ms. Killebrew,ms killebrew,unknown,True
4114,TEN-YEAR-OLD MARGE,ten-year-old marge,unknown,True
4115,Young Helen,young helen,unknown,True
4116,Homer's Mind,homers mind,unknown,True
4117,Marge's Mind,marges mind,unknown,True
4118,Guard On Walkie-talkie,guard on walkie-talkie,unknown,True
4119,Junkies,junkies,unknown,True
4120,Barney's Voice,barneys voice,unknown,True
4121,Managing Editor,managing editor,unknown,True
4122,Eager Young Reporter,eager young reporter,unknown,True
4123,GOLF-COURSE EMPLOYEE,golf-course employee,unknown,True
4124,Other Golfers,other golfers,unknown,True
4125,Elderly Southern Senator,elderly southern senator,unknown,True
4126,Other Senators,other senators,unknown,True
4127,Aide #1,aide 1,unknown,True
4128,Aide #2,aide 2,unknown,True
4129,Swat Team Leader,swat team leader,unknown,True
4130,Detainee #1,detainee 1,unknown,True
4131,Detainee #3,detainee 3,unknown,True
4132,U.S. Constitution,us constitution,unknown,True
4133,Bill O' Rights,bill o rights,unknown,True
4134,Old Coot,old coot,unknown,True
4135,Young Guard,young guard,unknown,True
4136,Immigration Officer,immigration officer,unknown,True
4137,Girlfriend,girlfriend,unknown,True
4138,Cartoon Eagle,cartoon eagle,unknown,True
4139,NVA SGT.,nva sgt,unknown,True
4140,Alien Boss,alien boss,unknown,True
4141,Harlot,harlot,unknown,True
4142,Dr. Bartley,dr bartley,unknown,True
4143,Cockney Woman,cockney woman,unknown,True
4144,Peter Pan,peter pan,unknown,True
4145,Purveyor,purveyor,unknown,True
4146,Stool,stool,unknown,True
4147,Mao,mao,unknown,True
4148,Ebenezer Burns,ebenezer burns,unknown,True
4149,Addicts,addicts,unknown,True
4150,Lord Mayor Quimby,lord mayor quimby,unknown,True
4151,Pleasant Female Voice,pleasant female voice,unknown,True
4152,Blackula,blackula,unknown,True
4153,2nd Homer,2nd homer,unknown,True
4154,Potluckers,potluckers,unknown,True
4155,Marge's Face,marges face,unknown,True
4156,Billy Bullion Cube,billy bullion cube,unknown,True
4157,STUART,stuart,unknown,True
4158,James Caan,james caan,unknown,True
4159,Head Judge,head judge,unknown,True
4160,Twinkle the Kidd,twinkle the kidd,unknown,True
4161,PRINGLES-TYPE MAN,pringles-type man,unknown,True
4162,Koobler Dwarf,koobler dwarf,unknown,True
4163,Food Icons,food icons,unknown,True
4164,Eight-year-old Girl,eight-year-old girl,unknown,True
4165,Eight-year-old Girl's Friend,eight-year-old girls friend,unknown,True
4166,Male Clerk,male clerk,unknown,True
4167,Reflection,reflection,unknown,True
4168,Mr. Muntz,mr muntz,unknown,True
4169,News Crew Member #1,news crew member 1,unknown,True
4170,News Crew Member #2,news crew member 2,unknown,True
4171,'Bob Dylan',bob dylan,unknown,True
4172,Teenage Moe,teenage moe,unknown,True
4173,Lisa's Reflection,lisas reflection,unknown,True
4174,Hard-bitten Man,hard-bitten man,unknown,True
4175,Conf. Delegate,conf delegate,unknown,True
4176,Man Caught In Lava,man caught in lava,unknown,True
4177,SPONGE BOB,sponge bob,unknown,True
4178,Sgt. Activity,sgt activity,unknown,True
4179,Lt. Adventure,lt adventure,unknown,True
4180,Exhibitor #1,exhibitor 1,unknown,True
4181,Exhibitor #3,exhibitor 3,unknown,True
4182,Retailers,retailers,unknown,True
4183,Chum,chum,unknown,True
4184,Homer's Muzzle,homers muzzle,unknown,True
4185,Employment Counselor,employment counselor,unknown,True
4186,Border Agent,border agent,unknown,True
4187,Canadians,canadians,unknown,True
4188,Pharmacist,pharmacist,unknown,True
4189,U.S. Border Guard,us border guard,unknown,True
4190,2nd U.S. Border Guard,2nd us border guard,unknown,True
4191,Los Jacquitos Leader,los jacquitos leader,unknown,True
4192,Mountie,mountie,unknown,True
4193,Canadian Official #1,canadian official 1,unknown,True
4194,Canadian Official #2,canadian official 2,unknown,True
4195,Server #1,server 1,unknown,True
4196,Server #2,server 2,unknown,True
4197,Health Inspector,health inspector,unknown,True
4198,New Health Inspector,new health inspector,unknown,True
4199,Loan Officer,loan officer,unknown,True
4200,Drunks,drunks,unknown,True
4201,Three Of Diamonds,three of diamonds,unknown,True
4202,Five Of Diamonds,five of diamonds,unknown,True
4203,Jack Of Clubs,jack of clubs,unknown,True
4204,Eight Of Clubs,eight of clubs,unknown,True
4205,Eliza,eliza,female,False
4206,10-Year-Old Homer,10-year-old homer,male,False
4207,Nash Castor,nash castor,male,False
4208,Inspector Wiggum,inspector wiggum,male,False
4209,Goose Gladwell,goose gladwell,male,False
4210,Jack Of Diamonds,jack of diamonds,unknown,True
4211,SQUEAKY-VOICED TEEN ATTENDANT,squeaky-voiced teen attendant,unknown,True
4212,Toddler,toddler,unknown,True
4213,MOE-BIRD,moe-bird,unknown,True
4214,Moe's Thoughts,moes thoughts,unknown,True
4215,France,france,unknown,True
4216,Japan,japan,unknown,True
4217,Botswana,botswana,unknown,True
4218,Antarctica,antarctica,unknown,True
4219,Italian Tour Guide,italian tour guide,unknown,True
4220,Italian Plumber,italian plumber,unknown,True
4221,AFRICAN-AMERICAN MAN,african-american man,unknown,True
4222,Deion Overstreet,deion overstreet,unknown,True
4223,Grandson,grandson,unknown,True
4224,Grandfather,grandfather,unknown,True
4225,Timmy,timmy,unknown,True
4226,LeBron James,lebron james,unknown,True
4227,Michelle Kwan,michelle kwan,unknown,True
4228,Yao Ming,yao ming,unknown,True
4229,Mr. Burns Logo,mr burns logo,unknown,True
4230,Captain McCallister's Head,captain mccallisters head,unknown,True
4231,Espn-style Anchorman #1,espn-style anchorman 1,unknown,True
4232,Espn-style Anchorman #2,espn-style anchorman 2,unknown,True
4233,Warren Sapp,warren sapp,unknown,True
4234,Tom Brady,tom brady,unknown,True
4235,Huge Man #1,huge man 1,unknown,True
4236,Commissioner,commissioner,unknown,True
4237,Texas Owner,texas owner,unknown,True
4238,Nfl Film-type Announcer,nfl film-type announcer,unknown,True
4239,Different Man,different man,unknown,True
4240,Super Bowl Crowd,super bowl crowd,unknown,True
4241,Game Show Audience,game show audience,unknown,True
4242,Anchorman,anchorman,unknown,True
4243,Alcatraaaz,alcatraaaz,unknown,True
4244,Woman In Crowd,woman in crowd,unknown,True
4245,50 Cent,50 cent,unknown,True
4246,FAMILIAR VOICE,familiar voice,unknown,True
4247,Deputy,deputy,unknown,True
4248,Bart on Tape,bart on tape,unknown,True
4249,Tailor,tailor,unknown,True
4250,Needy Woman,needy woman,unknown,True
4251,Posse,posse,unknown,True
4252,HOWELL HUSER,howell huser,unknown,True
4253,Kitchen Wizard,kitchen wizard,unknown,True
4254,Calypso Singer,calypso singer,unknown,True
4255,Calypso Chorus,calypso chorus,unknown,True
4256,Veronica,veronica,unknown,True
4257,Homers,homers,unknown,True
4258,Leslie,leslie,unknown,True
4259,Ranger Johnson,ranger johnson,unknown,True
4260,Store Manager,store manager,unknown,True
4261,Backpack,backpack,unknown,True
4262,Gary Busey,gary busey,unknown,True
4263,Dutchwoman,dutchwoman,unknown,True
4264,Frenchman,frenchman,unknown,True
4265,SIX-YEAR-OLD-BART,six-year-old-bart,unknown,True
4266,4-Year-Old Lisa,4-year-old lisa,unknown,True
4267,Robert Wagner,robert wagner,unknown,True
4268,Active Woman,active woman,unknown,True
4269,Mr. Zhao,mr zhao,unknown,True
4270,Chinese Dragon,chinese dragon,unknown,True
4271,Red Dragon,red dragon,unknown,True
4272,Chinese Pilot,chinese pilot,unknown,True
4273,Chinese Co-pilot,chinese co-pilot,unknown,True
4274,Functionary,functionary,unknown,True
4275,Barbarian,barbarian,unknown,True
4276,2nd Barbarian,2nd barbarian,unknown,True
4277,Chinese Uncle Ben,chinese uncle ben,unknown,True
4278,Chinese Willy,chinese willy,unknown,True
4279,Chinese Announcer,chinese announcer,unknown,True
4280,Disgruntled Audience Member,disgruntled audience member,unknown,True
4281,Disgruntled Audience Member #2,disgruntled audience member 2,unknown,True
4282,Disgruntled Audience Member #3,disgruntled audience member 3,unknown,True
4283,Chinese Acrobats,chinese acrobats,unknown,True
4284,Ling,ling,unknown,True
4285,Chinese Man,chinese man,unknown,True
4286,Chinese Guard #1,chinese guard 1,unknown,True
4287,Chinese Guard #2,chinese guard 2,unknown,True
4288,David Silverman,david silverman,unknown,True
4289,Muscular Homer,muscular homer,unknown,True
4290,Brenda,brenda,unknown,True
4291,Roger,roger,unknown,True
4292,Fashionable Lady,fashionable lady,unknown,True
4293,Andrew Jackson,andrew jackson,unknown,True
4294,New England Rv-er,new england rv-er,unknown,True
4295,Martha,martha,unknown,True
4296,Southern Rv-er,southern rv-er,unknown,True
4297,Jesus,jesus,unknown,True
4298,Rv-ers,rv-ers,unknown,True
4299,Square Dance Caller,square dance caller,unknown,True
4300,Suv Families,suv families,unknown,True
4301,Turkish Captain,turkish captain,unknown,True
4302,Turkish Crewman,turkish crewman,unknown,True
4303,Male Tenor,male tenor,unknown,True
4304,Springfield Billy,springfield billy,unknown,True
4305,Female Theatergoer,female theatergoer,unknown,True
4306,Snobby Older Male Theatergoer,snobby older male theatergoer,unknown,True
4307,Snobby Theatergoers,snobby theatergoers,unknown,True
4308,Basketball Player,basketball player,unknown,True
4309,Oboist,oboist,unknown,True
4310,Frank Gehry,frank gehry,unknown,True
4311,ALEPPO,aleppo,unknown,True
4312,Shelbyvillians,shelbyvillians,unknown,True
4313,Officer Krackney,officer krackney,unknown,True
4314,Jenda,jenda,unknown,True
4315,Teenage Nelson,teenage nelson,unknown,True
4316,Sherri's Belly,sherris belly,unknown,True
4317,Terri's Belly,terris belly,unknown,True
4318,Assistant Principal Kearney,assistant principal kearney,unknown,True
4319,Teenage Ralph,teenage ralph,unknown,True
4320,Angry Rainbows,angry rainbows,unknown,True
4321,Teenage Martin,teenage martin,unknown,True
4322,Robo-Wiggum,robo-wiggum,unknown,True
4323,MOE-CLONE,moe-clone,unknown,True
4324,Uni-clams,uni-clams,unknown,True
4325,Sad Uni-clam,sad uni-clam,unknown,True
4326,Spider Moe,spider moe,unknown,True
4327,Graduates,graduates,unknown,True
4328,Teenage Sherri,teenage sherri,unknown,True
4329,50-ish Lisa,50-ish lisa,unknown,True
4330,50-ish Milhouse,50-ish milhouse,unknown,True
4331,VICE-PRESIDENT CLETUS,vice-president cletus,unknown,True
4332,Knockers Waitress,knockers waitress,unknown,True
4333,President Homer,president homer,unknown,True
4334,Record,record,unknown,True
4335,Brooklyn Private,brooklyn private,unknown,True
4336,Sergeant Skinner,sergeant skinner,unknown,True
4337,Stapled Soldier,stapled soldier,unknown,True
4338,Army Men,army men,unknown,True
4339,Vending Machine,vending machine,unknown,True
4340,Vending Machine #2,vending machine 2,unknown,True
4341,German Backpacker,german backpacker,unknown,True
4342,Female German Backpacker,female german backpacker,unknown,True
4343,German Student,german student,unknown,True
4344,Sadistic German Backpacker,sadistic german backpacker,unknown,True
4345,Clarissa Wellington,clarissa wellington,unknown,True
4346,Cameron Winklevoss,cameron winklevoss,unknown,True
4347,TEENAGE P.A.,teenage pa,unknown,True
4348,Bored Voice,bored voice,unknown,True
4349,10-year-old-girl,10-year-old-girl,unknown,True
4350,Photography Club,photography club,unknown,True
4351,Buddhist Monk,buddhist monk,unknown,True
4352,Anguished Woman,anguished woman,unknown,True
4353,MAN IN DEVIL SUIT,man in devil suit,unknown,True
4354,Marine Biologist,marine biologist,unknown,True
4355,Bookstore Clerk,bookstore clerk,unknown,True
4356,EURO-TRASH VOICE,euro-trash voice,unknown,True
4357,ARCHANGEL,archangel,unknown,True
4358,Demon,demon,unknown,True
4359,Dean Martin,dean martin,unknown,True
4360,Public Radio Announcer,public radio announcer,unknown,True
4361,Female Radio Host,female radio host,unknown,True
4362,Stefan Whitmore,stefan whitmore,unknown,True
4363,Bohemian-looking Man,bohemian-looking man,unknown,True
4364,Goat,goat,unknown,True
4365,Katja,katja,unknown,True
4366,Vicki,vicki,unknown,True
4367,Male Crowd,male crowd,unknown,True
4368,Clay,clay,unknown,True
4369,Humbleton Passersby,humbleton passersby,unknown,True
4370,Humbleton Man,humbleton man,unknown,True
4371,Humbleton Woman,humbleton woman,unknown,True
4372,Jason Bateman,jason bateman,unknown,True
4373,Sister Thomasina,sister thomasina,unknown,True
4374,Sean's Dad,seans dad,unknown,True
4375,Young Sean,young sean,unknown,True
4376,St. Sebastian,st sebastian,unknown,True
4377,Dying Soldier,dying soldier,unknown,True
4378,Church Women,church women,unknown,True
4379,Croquet Player #1,croquet player 1,unknown,True
4380,Croquet Player #2,croquet player 2,unknown,True
4381,Emcee,emcee,unknown,True
4382,Pious Riot,pious riot,unknown,True
4383,Band Member,band member,unknown,True
4384,Band Members,band members,unknown,True
4385,1st Leader,1st leader,unknown,True
4386,2nd Leader,2nd leader,unknown,True
4387,1st Army,1st army,unknown,True
4388,2nd Army,2nd army,unknown,True
4389,Oakland Player,oakland player,unknown,True
4390,1st Actress,1st actress,unknown,True
4391,2nd Actress,2nd actress,unknown,True
4392,Character,character,unknown,True
4393,SEA CREATURE,sea creature,unknown,True
4394,Caleb Thorn,caleb thorn,unknown,True
4395,MANATEE,manatee,unknown,True
4396,Victor,victor,unknown,True
4397,Uncle John,uncle john,unknown,True
4398,Aunt Kathy,aunt kathy,unknown,True
4399,Randy,randy,unknown,True
4400,Jet Skier #1,jet skier 1,unknown,True
4401,Jet Skier #2,jet skier 2,unknown,True
4402,Jet Skiers,jet skiers,unknown,True
4403,Vampire Puppet,vampire puppet,unknown,True
4404,Frederick Ives Hologram,frederick ives hologram,unknown,True
4405,Katherine Blodgett Hologram,katherine blodgett hologram,unknown,True
4406,Alexander Graham Bell Hologram,alexander graham bell hologram,unknown,True
4407,Elisha Gray Hologram,elisha gray hologram,unknown,True
4408,Tab Spangler,tab spangler,male,False
4409,Father Sean,father sean,male,False
4410,Bender,bender,male,False
4411,Museum Head,museum head,unknown,True
4412,SHADOWY CREATURE,shadowy creature,unknown,True
4413,Plant Monster,plant monster,unknown,True
4414,Pane Of Glass,pane of glass,unknown,True
4415,Shrimp Monster,shrimp monster,unknown,True
4416,Milton Burkhart,milton burkhart,unknown,True
4417,Gravedigger Billy,gravedigger billy,unknown,True
4418,Cowboy In Black,cowboy in black,unknown,True
4419,Ben Cartwright,ben cartwright,unknown,True
4420,Child Therapist,child therapist,unknown,True
4421,2-Year-Old Bart,2-year-old bart,unknown,True
4422,Grandmotherly Woman,grandmotherly woman,unknown,True
4423,Bart Spider,bart spider,unknown,True
4424,Milhouse Slug,milhouse slug,unknown,True
4425,Wild Beast #1,wild beast 1,unknown,True
4426,Wild Beast #2,wild beast 2,unknown,True
4427,Wild Beast #3,wild beast 3,unknown,True
4428,WILD BEASTS,wild beasts,unknown,True
4429,Emotional Woman,emotional woman,unknown,True
4430,Amer-asian Girl,amer-asian girl,unknown,True
4431,Bratty Teenage Boy,bratty teenage boy,unknown,True
4432,Bratty Teenage Boy #2,bratty teenage boy 2,unknown,True
4433,Bratty Teenage Boy #3,bratty teenage boy 3,unknown,True
4434,Therapist,therapist,unknown,True
4435,Old Robot,old robot,unknown,True
4436,Silver-haired Priest,silver-haired priest,unknown,True
4437,Bunny,bunny,unknown,True
4438,Terry Bradshaw,terry bradshaw,unknown,True
4439,Angels,angels,unknown,True
4440,Grampa Gorilla,grampa gorilla,unknown,True
4441,Dracula Hibbert,dracula hibbert,unknown,True
4442,Einstein Lisa,einstein lisa,unknown,True
4443,Homer's Head,homers head,unknown,True
4444,Werewolf Bart,werewolf bart,unknown,True
4445,Apu Robot,apu robot,unknown,True
4446,Moe Pacifier,moe pacifier,unknown,True
4447,Lenny Pacifier,lenny pacifier,unknown,True
4448,Dennis Rodman Pacifier,dennis rodman pacifier,unknown,True
4449,Strongman,strongman,unknown,True
4450,British Woman,british woman,unknown,True
4451,Old Marge,old marge,unknown,True
4452,Artsy Clerk,artsy clerk,unknown,True
4453,Pirate,pirate,unknown,True
4454,Wolfcastle Supporters,wolfcastle supporters,unknown,True
4455,Bunny Referee,bunny referee,unknown,True
4456,Women On Tour,women on tour,unknown,True
4457,Dolphin,dolphin,unknown,True
4458,Thought Bubble Marge,thought bubble marge,unknown,True
4459,Nana,nana,unknown,True
4460,Younger Milhouse,younger milhouse,unknown,True
4461,Italian Woman,italian woman,unknown,True
4462,Sheila,sheila,unknown,True
4463,Tammy's Husband,tammys husband,unknown,True
4464,Kolani,kolani,unknown,True
4465,Titi,titi,unknown,True
4466,Nene Bird,nene bird,unknown,True
4467,Lamborgotti Executive,lamborgotti executive,unknown,True
4468,Goat Woman,goat woman,unknown,True
4469,Female Grape Stomper,female grape stomper,unknown,True
4470,Male Grape Stomper,male grape stomper,unknown,True
4471,Francesca Terwilliger,francesca terwilliger,unknown,True
4472,Gino,gino,unknown,True
